candidate,city,date,event,lat,lng,state
Ted Cruz,Des Moines,2015-07-07T00:00:00.000Z,Book tour,41.5910641,-93.6037149,IA
Ted Cruz,Sioux City,2015-07-07T00:00:00.000Z,Book tour,42.4966815,-96.4058782,IA
Mike Huckabee,Anderson,2015-07-07T00:00:00.000Z,Town hall; Aiken GOP luncheon,34.5068601,-82.6506264,SC
Mike Huckabee,Aiken,2015-07-07T00:00:00.000Z,Town hall; Aiken GOP luncheon,33.5598586,-81.721952,SC
Bobby Jindal,Allenstown,2015-07-07T00:00:00.000Z,Merrimack County Republican Committee Independence Day Family Celebration; town halls,43.1387195,-71.37910636,NH
Bobby Jindal,Rochester,2015-07-07T00:00:00.000Z,Merrimack County Republican Committee Independence Day Family Celebration; town halls,43.3050631,-70.9753629,NH
Bobby Jindal,Manchester,2015-07-07T00:00:00.000Z,Merrimack County Republican Committee Independence Day Family Celebration; town halls,42.9956397,-71.4547891,NH
Bernie Sanders,Arlington,2015-07-08T00:00:00.000Z,Economic and social policy forum ,38.8903961,-77.0841585,VA
Jeb Bush,Hudson,2015-07-08T00:00:00.000Z,Town hall,42.7654433,-71.4397167,NH
Jeb Bush,Dover,2015-07-08T00:00:00.000Z,Town hall,43.198057,-70.8739158,NH
John Kasich,Hilton Head Island,2015-07-08T00:00:00.000Z,Meet-and-greets,32.216316,-80.752608,SC
John Kasich,Bluffton,2015-07-08T00:00:00.000Z,Meet-and-greets,32.2371465,-80.8603868,SC
Ben Carson,Bedford,2015-07-08T00:00:00.000Z,"""Politics & Eggs"" event; breakfast with business leaders; town hall",42.9464737,-71.5159015,NH
Ben Carson,Portsmouth,2015-07-08T00:00:00.000Z,"""Politics & Eggs"" event; breakfast with business leaders; town hall",43.0717552,-70.7625532,NH
Ben Carson,Barrington,2015-07-08T00:00:00.000Z,"""Politics & Eggs"" event; breakfast with business leaders; town hall",43.2228599,-71.0470077,NH
Ben Carson,Nashua,2015-07-08T00:00:00.000Z,"""Politics & Eggs"" event; breakfast with business leaders; town hall",42.7653662,-71.467566,NH
Ben Carson,Exeter,2015-07-08T00:00:00.000Z,"""Politics & Eggs"" event; breakfast with business leaders; town hall",42.981477,-70.9478343,NH
Ben Carson,Concord,2015-07-08T00:00:00.000Z,"""Politics & Eggs"" event; breakfast with business leaders; town hall",43.207106,-71.5370216,NH
Ben Carson,Tilton,2015-07-08T00:00:00.000Z,"""Politics & Eggs"" event; breakfast with business leaders; town hall",43.4422993,-71.5889641,NH
Ben Carson,Ashland,2015-07-08T00:00:00.000Z,"""Politics & Eggs"" event; breakfast with business leaders; town hall",43.6953512,-71.6306325,NH
John Kasich,Franklin,2015-07-09T00:00:00.000Z,Roundtables,35.1680139,-86.1084401,TN
John Kasich,Nashville,2015-07-09T00:00:00.000Z,Roundtables,36.1622257,-86.7743419,TN
George Pataki,Des Moines,2015-07-09T00:00:00.000Z,Meetings,41.5910641,-93.6037149,IA
George Pataki,Clive,2015-07-09T00:00:00.000Z,Meetings,41.6096029,-93.7754352,IA
Martin O'Malley,Derry,2015-07-09T00:00:00.000Z,Greater Derry/Londonderry Chamber of Commerce;  New Hampshire Institute of Politics; meet-and-greets,42.8808677,-71.3264492,NH
Martin O'Malley,Manchester,2015-07-09T00:00:00.000Z,Greater Derry/Londonderry Chamber of Commerce;  New Hampshire Institute of Politics; meet-and-greets,42.9956397,-71.4547891,NH
Martin O'Malley,Concord,2015-07-09T00:00:00.000Z,Greater Derry/Londonderry Chamber of Commerce;  New Hampshire Institute of Politics; meet-and-greets,43.207106,-71.5370216,NH
Martin O'Malley,Wolfeboro,2015-07-09T00:00:00.000Z,Greater Derry/Londonderry Chamber of Commerce;  New Hampshire Institute of Politics; meet-and-greets,43.5839671,-71.2072903,NH
Marco Rubio,Windsor Heights,2015-07-09T00:00:00.000Z,Fundraiser for Iowa Rep. Chris Hagenow; meet-and-greets; Iowa Rep. Bobby Kaufmann's summer event,41.5977669,-93.7082765,IA
Marco Rubio,Des Moines,2015-07-09T00:00:00.000Z,Fundraiser for Iowa Rep. Chris Hagenow; meet-and-greets; Iowa Rep. Bobby Kaufmann's summer event,41.5910641,-93.6037149,IA
Marco Rubio,Urbandale,2015-07-09T00:00:00.000Z,Fundraiser for Iowa Rep. Chris Hagenow; meet-and-greets; Iowa Rep. Bobby Kaufmann's summer event,41.6274552,-93.7380624,IA
Marco Rubio,Cedar Rapids,2015-07-09T00:00:00.000Z,Fundraiser for Iowa Rep. Chris Hagenow; meet-and-greets; Iowa Rep. Bobby Kaufmann's summer event,41.9758872,-91.6704053,IA
Marco Rubio,Coralville,2015-07-09T00:00:00.000Z,Fundraiser for Iowa Rep. Chris Hagenow; meet-and-greets; Iowa Rep. Bobby Kaufmann's summer event,41.6764044,-91.5804475,IA
Marco Rubio,Wilton,2015-07-09T00:00:00.000Z,Fundraiser for Iowa Rep. Chris Hagenow; meet-and-greets; Iowa Rep. Bobby Kaufmann's summer event,41.5889154,-91.0168179,IA
Marco Rubio,Davenport,2015-07-09T00:00:00.000Z,Fundraiser for Iowa Rep. Chris Hagenow; meet-and-greets; Iowa Rep. Bobby Kaufmann's summer event,41.5236436,-90.5776368,IA
Rick Perry,New Orleans,2015-07-10T00:00:00.000Z,National Right to Life Convention,29.9499323,-90.0701156,LA
Marco Rubio,New Orleans,2015-07-10T00:00:00.000Z,National Right to Life Convention,29.9499323,-90.0701156,LA
Rick Santorum,New Orleans,2015-07-10T00:00:00.000Z,National Right to Life Convention,29.9499323,-90.0701156,LA
Donald Trump,Beverly Hills,2015-07-10T00:00:00.000Z,Meeting with Jamiel Shaw Jr.'s family,34.0736204,-118.4003563,CA
Jeb Bush,Kennebunkport,2015-07-10T00:00:00.000Z,Donor retreat,43.3617527,-70.4767181,ME
Ben Carson,New Orleans,2015-07-10T00:00:00.000Z,National Right to Life Convention,29.9499323,-90.0701156,LA
Donald Trump,Las Vegas,2015-07-11T00:00:00.000Z,FreedomFest conference,36.1662859,-115.149225,NV
Donald Trump,Phoenix,2015-07-11T00:00:00.000Z,Immigration speech,33.4467681,-112.0756724,AZ
Jeb Bush,Choudrant,2015-07-11T00:00:00.000Z,Fundraiser,32.5301484,-92.5143122,LA
Jim Gilmore,Merrimack,2015-07-11T00:00:00.000Z,Hillsborough County Republican Committee meeting; Coalition of New Hampshire Taxpayers' picnic,42.8650864,-71.4934004,NH
Jim Gilmore,Hillsborough,2015-07-11T00:00:00.000Z,Hillsborough County Republican Committee meeting; Coalition of New Hampshire Taxpayers' picnic,42.9373379,-71.751376,NH
Jeb Bush,Martha's Vineyard,2015-07-11T00:00:00.000Z,Fundraiser,41.3924769,-70.62026422,MA
Rand Paul,Highland Park,2015-07-11T00:00:00.000Z,Meet-and-greets,42.4057135,-83.0969467,MI
Rand Paul,Shelby Charter Township,2015-07-11T00:00:00.000Z,Meet-and-greets,42.6702185,-83.03426238,MI
Rand Paul,Flint,2015-07-11T00:00:00.000Z,Meet-and-greets,43.0171773,-83.7236024,MI
Rand Paul,Dewitt,2015-07-11T00:00:00.000Z,Meet-and-greets,42.842382,-84.5694103,MI
Rand Paul,Holland,2015-07-11T00:00:00.000Z,Meet-and-greets,42.7876022,-86.1090828,MI
Marco Rubio,Las Vegas,2015-07-11T00:00:00.000Z,"FreedomFest speech; private event with state legislators, activists ",36.1662859,-115.149225,NV
Marco Rubio,Henderson,2015-07-11T00:00:00.000Z,"FreedomFest speech; private event with state legislators, activists ",36.0391456,-114.9819235,NV
Chris Christie,Sun Valley,2015-07-11T00:00:00.000Z,Allen & Company conference ,43.6962148,-114.3530967,ID
Carly Fiorina,Barrington,2015-07-11T00:00:00.000Z,Meet-and-greets; house parties; local GOP events; meeting with Mitt Romney,43.2228599,-71.0470077,NH
Carly Fiorina,Portsmouth,2015-07-11T00:00:00.000Z,Meet-and-greets; house parties; local GOP events; meeting with Mitt Romney,43.0717552,-70.7625532,NH
Carly Fiorina,Nashua,2015-07-11T00:00:00.000Z,Meet-and-greets; house parties; local GOP events; meeting with Mitt Romney,42.7653662,-71.467566,NH
Carly Fiorina,Hooksett,2015-07-11T00:00:00.000Z,Meet-and-greets; house parties; local GOP events; meeting with Mitt Romney,43.0967495,-71.4650684,NH
Carly Fiorina,Hillsborough,2015-07-11T00:00:00.000Z,Meet-and-greets; house parties; local GOP events; meeting with Mitt Romney,42.9373379,-71.751376,NH
Carly Fiorina,Spofford,2015-07-11T00:00:00.000Z,Meet-and-greets; house parties; local GOP events; meeting with Mitt Romney,42.9070258,-72.419532,NH
Carly Fiorina,Rochester,2015-07-11T00:00:00.000Z,Meet-and-greets; house parties; local GOP events; meeting with Mitt Romney,43.3050631,-70.9753629,NH
Carly Fiorina,Concord,2015-07-11T00:00:00.000Z,Meet-and-greets; house parties; local GOP events; meeting with Mitt Romney,43.207106,-71.5370216,NH
Carly Fiorina,Salem,2015-07-11T00:00:00.000Z,Meet-and-greets; house parties; local GOP events; meeting with Mitt Romney,42.7884226,-71.2008933,NH
Carly Fiorina,Hampstead,2015-07-11T00:00:00.000Z,Meet-and-greets; house parties; local GOP events; meeting with Mitt Romney,42.8745323,-71.1811714,NH
Carly Fiorina,Londonderry,2015-07-11T00:00:00.000Z,Meet-and-greets; house parties; local GOP events; meeting with Mitt Romney,42.8650869,-71.3739532,NH
Carly Fiorina,Stoddard,2015-07-11T00:00:00.000Z,Meet-and-greets; house parties; local GOP events; meeting with Mitt Romney,43.0786902,-72.1145281,NH
Lincoln Chafee,Hillsborough,2015-07-12T00:00:00.000Z,Hillsborough Hometown Parade and Balloon Festival,42.9373379,-71.751376,NH
Lincoln Chafee,Randolph,2015-07-12T00:00:00.000Z,Town hall;  Hillsborough Hometown Parade,44.3753393,-71.2797985,NH
Lincoln Chafee,Hillsborough,2015-07-12T00:00:00.000Z,Town hall;  Hillsborough Hometown Parade,42.9373379,-71.751376,NH
Lindsey Graham,Londonderry,2015-07-12T00:00:00.000Z,Meet-and-greets; business tours,42.8650869,-71.3739532,NH
Lindsey Graham,Manchester,2015-07-12T00:00:00.000Z,Meet-and-greets; business tours,42.9956397,-71.4547891,NH
Lindsey Graham,Goffstown,2015-07-12T00:00:00.000Z,Meet-and-greets; business tours,43.0203609,-71.600349,NH
Lindsey Graham,Bedford,2015-07-12T00:00:00.000Z,Meet-and-greets; business tours,42.9464737,-71.5159015,NH
Lindsey Graham,Windham,2015-07-12T00:00:00.000Z,Meet-and-greets; business tours,42.8006441,-71.304229,NH
Lindsey Graham,Hillsborough,2015-07-12T00:00:00.000Z,Meet-and-greets; business tours,42.9373379,-71.751376,NH
Lindsey Graham,Amherst,2015-07-12T00:00:00.000Z,Meet-and-greets; business tours,42.8642874,-71.6252484,NH
Lindsey Graham,Moultonborough,2015-07-12T00:00:00.000Z,Meet-and-greets; business tours,43.7547966,-71.3967392,NH
Lindsey Graham,Salem,2015-07-12T00:00:00.000Z,Meet-and-greets; business tours,42.7884226,-71.2008933,NH
